episode,ep_reward,mean_distance,mean_loss,epsilon,val_reward,val_loss,success,path_length,motion_time
34,99.7,0.20000000298023224,47.241176995138325,0.5455468917922309,,,1,3,0.0015628337860107422
35,-9.99999999999998,1.2870627284049987,0.22848881606012583,0.5357344058960309,,,0,100,0.055409908294677734
36,-9.99999999999998,0.9961347562074662,0.08663476073299535,0.5261162202387346,,,0,100,0.05477309226989746
37,-9.99999999999998,0.9880000007152557,0.06705838213805691,0.5166884874178346,,,0,100,0.054862260818481445
38,-9.99999999999998,0.6083455169200898,0.13159759884234518,0.5074474362144978,,,0,100,0.05447506904602051
39,-109.99999999999982,1.0770329236984253,3.947894847653806,0.49838937008502726,,,0,100,0.05507016181945801
40,-9.99999999999998,0.8246211409568787,1.7370978756248951,0.4895106656821954,-31.99999999999997,nan,0,100,0.05532526969909668
41,-9.99999999999998,0.40000003576278687,0.029541058019890203,0.48080777140585684,,,0,100,0.05569100379943848
42,-9.99999999999998,0.3999999761581421,0.028933228945474797,0.4722772059822608,,,0,100,0.054631948471069336
43,-9.99999999999998,0.635178246498108,0.19847259919857607,0.4639155570714955,,,0,100,0.05546212196350098
44,-9.99999999999998,0.8246211409568787,0.03493618635631719,0.4557194799025064,,,0,100,0.05426311492919922
45,-9.99999999999998,0.19999998807907104,0.03078949278433279,0.44768569593514357,,,0,100,0.05495309829711914
46,-9.99999999999998,0.21387133240699768,0.11319128518895014,0.4398109915487014,,,0,100,0.05423593521118164
47,-9.99999999999998,1.2806248664855957,0.029253844178693384,0.4320922167564279,,,0,100,0.05428290367126465
48,-9.99999999999998,1.1661903858184814,0.028888121492391384,0.4245262839454878,,,0,100,0.053839921951293945
49,-9.99999999999998,0.4430977453291416,0.03205010956354272,0.4171101666418763,,,0,100,0.054096221923828125
50,-9.99999999999998,0.9880000004172325,0.03156297887864639,0.40984089829978904,,,0,100,0.054325103759765625
51,-9.99999999999998,0.20082841515541078,0.030210128213584538,0.4027155711149642,,,0,100,0.05449223518371582
52,-9.99999999999998,0.8243749296665192,0.030626045334270203,0.3957313348615225,,,0,100,0.05437111854553223
53,-9.99999999999998,1.4030815172195434,0.02994125586361406,0.3888853957518379,,,0,100,0.05437111854553223
54,-9.99999999999998,0.2820142687857151,0.02927616885176576,0.38217501531898623,,,0,100,0.05442190170288086
55,-108.99999999999983,0.4472135603427887,4.381053023504501,0.3755975093213214,,,0,100,0.054533958435058594
56,-109.99999999999982,0.5656853914260864,0.3515843046075256,0.36915024666874313,,,0,100,0.05433964729309082
57,-9.99999999999998,0.6003245788812638,2.065617674589157,0.3628306483702257,,,0,100,0.05462288856506348
58,-9.99999999999998,1.0201781332492827,0.06810099164082203,0.3566361865021873,,,0,100,0.05414915084838867
59,-9.99999999999998,0.7168170693516731,0.03175390000866173,0.3505643831972868,,,0,100,0.054631948471069336
60,-9.99999999999998,0.19999998807907104,0.0290518654469262,0.3446128096532437,-3.8599999999999595,nan,0,100,0.05412006378173828
61,-109.99999999999982,0.2828427255153656,4.2462046749331055,0.33877908516128513,,,0,100,0.05548095703125
62,-9.99999999999998,1.1661903858184814,1.083044372200966,0.3330608761538302,,,0,100,0.05385184288024902
63,-9.99999999999998,0.8927848482131958,0.26730127801187337,0.32745589527103214,,,0,100,0.054264068603515625
64,-9.99999999999998,0.7211102247238159,0.030073910854187886,0.32196190044580375,,,0,100,0.053704023361206055
65,-9.99999999999998,0.4472135603427887,0.02889008962028134,0.3165766940069607,,,0,100,0.05409407615661621
66,99.9,0.0,55.8620491027832,0.31652338399933777,,,1,1,0.00045800209045410156
67,-9.99999999999998,0.6080209618806839,0.5372965578269213,0.3112458674013778,,,0,100,0.054611921310424805
68,-9.99999999999998,0.4414540369808674,0.28990357199916617,0.306072852633703,,,0,100,0.05441689491271973
69,-9.99999999999998,1.2774446034431457,0.0383903788724092,0.30100227042143196,,,0,100,0.053832054138183594
70,-9.99999999999998,0.8939697027206421,0.02600961033218482,0.29603209246407103,,,0,100,0.05378413200378418
71,-9.99999999999998,0.21387133240699768,0.06981851649732562,0.29116033062416735,,,0,100,0.054672956466674805
72,-9.99999999999998,0.40000003576278687,0.029056188213531158,0.2863850361320273,,,0,100,0.05437302589416504
73,-9.99999999999998,1.0,0.03451383915400583,0.2817042988061826,,,0,100,0.05496025085449219
74,-9.99999999999998,0.7181260293722153,0.03055142649451227,0.27711624628929216,,,0,100,0.0543818473815918
75,-9.99999999999998,1.0198038816452026,0.02992062076187608,0.27261904329917447,,,0,100,0.05450177192687988
76,-109.99999999999982,1.0198038816452026,2.8302310398274586,0.26821089089466993,,,0,100,0.05410599708557129
77,-9.99999999999998,1.020376172065735,0.47390189997910054,0.2638900257560406,,,0,100,0.05468916893005371
78,-9.99999999999998,0.8404472351074219,0.6000426203757524,0.25965471947961877,,,0,100,0.05434823036193848
79,-9.99999999999998,0.28715410619974135,0.05203833069404937,0.25550327788642224,,,0,100,0.05449509620666504
80,-11.999999999999973,0.5548845455050468,0.5651078246394172,0.25143404034446054,-48.59999999999993,nan,0,100,0.05444002151489258
81,-9.99999999999998,1.0178520542383194,0.03287011343338236,0.24744537910445963,,,0,100,0.056149959564208984
82,-9.99999999999998,0.3704721140861511,0.0405640275136102,0.2435356986487407,,,0,100,0.05347895622253418
83,-9.99999999999998,0.20330055117607115,0.15594484040280804,0.23970343505299163,,,0,100,0.055100202560424805
84,-9.99999999999998,1.1613518595695496,0.039524102744835546,0.23594705536067656,,,0,100,0.05409717559814453
85,-9.99999999999998,0.9894427239894867,0.08294954406563193,0.23226505696983296,,,0,100,0.05511808395385742
86,-9.99999999999998,0.3973005686700344,0.22728302536532283,0.22865596703201047,,,0,100,0.054466962814331055
87,-10.999999999999979,1.3804193258285522,0.24035260256379842,0.22511834186311208,,,0,100,0.05512690544128418
88,-9.99999999999998,0.8426079612970352,-0.4022456009942107,0.22165076636590125,,,0,100,0.0541532039642334
89,-71.99999999999983,0.6855866837501526,-55.039368417805164,0.2182518534639442,,,0,100,0.054422855377197266
90,-9.99999999999998,1.267904064655304,0.7721027614362538,0.21492024354676076,,,0,100,0.0544281005859375
91,-109.99999999999982,0.2828426957130432,2.6836755819366784,0.21165460392596186,,,0,100,0.05502510070800781
92,99.7,0.19999998807907104,30.60750351349513,0.2115576402556163,,,1,3,0.001432180404663086
93,-9.99999999999998,0.2820142687857151,1.5345742876827717,0.2083585846411251,,,0,100,0.05441594123840332
94,-109.99999999999982,0.5656854510307312,1.1603659150522525,0.20522287457196636,,,0,100,0.055147647857666016
95,-9.99999999999998,0.3999999761581421,0.45812616709503345,0.20214925572230236,,,0,100,0.054663896560668945
96,-9.99999999999998,0.8799902442097663,1.5954896649345756,0.199136498603611,,,0,100,0.054409027099609375
97,-9.99999999999998,1.0008830559253692,0.7467111779935658,0.19618339807287427,,,0,100,0.0546259880065918
98,-109.99999999999982,0.44721361994743347,8.503392308354378,0.1932887728505046,,,0,100,0.05467629432678223
99,-9.99999999999998,0.7168170693516731,0.9841473347134888,0.19045146504781768,,,0,100,0.05517697334289551
100,-9.99999999999998,1.0178520542383194,0.05097308549040463,0.187670339703861,-76.99999999999991,nan,0,100,0.054670095443725586
101,-9.99999999999998,0.5645006737112999,0.03698901988961552,0.18494428433141485,,,0,100,0.05577206611633301
102,99.9,0.0,59.198001861572266,0.18491729817325436,,,1,1,0.0004642009735107422
103,-9.99999999999998,0.8944271802902222,0.0290059130760737,0.18224575667555581,,,0,100,0.054547786712646484
104,-9.99999999999998,0.8944271802902222,0.04359889885717308,0.1796271152438278,,,0,100,0.055081844329833984
105,-9.99999999999998,0.2828426957130432,0.03168057966031483,0.17706032638658187,,,0,100,0.05418205261230469
106,-9.99999999999998,0.9951904839277268,0.10919073455326725,0.17454436335405088,,,0,100,0.05420327186584473
107,-109.99999999999982,0.44721361994743347,0.9306421318535922,0.17207821972747514,,,0,100,0.054292917251586914
108,-9.99999999999998,0.8849345162510872,1.3428591786324977,0.1696609090165217,,,0,100,0.053682804107666016
109,-109.99999999999982,0.2828426957130432,3.9516916437714826,0.16729146426467492,,,0,100,0.05426287651062012
110,-9.99999999999998,0.6192862963676453,3.5125554424524306,0.16496893766244106,,,0,100,0.053862810134887695
111,-9.99999999999998,0.6227824254333973,0.6255535297840834,0.16269240016821176,,,0,100,0.05488419532775879
112,-9.99999999999998,1.000883057117462,0.6342511409707368,0.16046094113663514,,,0,100,0.05406999588012695
113,-9.99999999999998,0.20000000298023224,0.040360184955396367,0.15827366795434536,,,0,100,0.054743051528930664
114,-9.99999999999998,0.19999998807907104,0.029014369134227138,0.15612970568290546,,,0,100,0.05408120155334473
115,-9.99999999999998,0.6429958790540695,0.16439803294604644,0.15402819670882034,,,0,100,0.0545957088470459
116,-9.99999999999998,0.8927849066257477,0.1772608576771597,0.1519683004004799,,,0,100,0.054230690002441406
117,-9.99999999999998,1.0413689070940018,1.681538494961569,0.14994919277189508,,,0,100,0.054540157318115234
118,-9.99999999999998,0.6035701292753219,0.15642989356652834,0.14797006615309272,,,0,100,0.0542292594909668
119,-9.99999999999998,0.6778829771280289,0.419374559566495,0.14603012886703653,,,0,100,0.05489206314086914
120,-9.99999999999998,0.7033939510583878,0.17316680622287095,0.14412860491294593,-15.459999999999983,nan,0,100,0.054121971130371094
121,-109.99999999999982,0.2828427255153656,3.0759620225359687,0.14226473365588532,,,0,100,0.055732011795043945
122,-109.99999999999982,0.6000000238418579,0.34696319191881,0.14043776952249992,,,0,100,0.05404806137084961
123,-9.99999999999998,1.3963385200500489,2.1960919620096684,0.13864698170277656,,,0,100,0.05437588691711426
124,-9.99999999999998,0.6029210191965103,0.13487751421052963,0.1368916538577098,,,0,100,0.05377817153930664
125,-9.99999999999998,1.1575939238071442,0.027424984397366643,0.13517108383275694,,,0,100,0.056388139724731445
126,-9.99999999999998,1.1661903858184814,0.029738587498054452,0.13348458337696678,,,0,100,0.05390596389770508
127,-9.99999999999998,1.2806248664855957,0.03119788916174106,0.13183147786767002,,,0,100,0.05477190017700195
128,-9.99999999999998,0.4472135901451111,0.029327282106025195,0.13021110604062128,,,0,100,0.053827762603759766
129,99.7,0.19999998807907104,19.110968930957217,0.13016299381210883,,,1,3,0.0014903545379638672
130,99.9,0.0,58.45083999633789,0.1301469628164994,,,1,1,0.000453948974609375
131,99.7,0.19999998807907104,18.874388587544672,0.13009888906237796,,,1,3,0.0014197826385498047
132,-9.99999999999998,0.9980000001192093,0.05727633011105354,0.12851282479228784,,,0,100,0.05431222915649414
133,-109.99999999999982,0.7211102843284607,6.842157037258148,0.12695816669896626,,,0,100,0.05463290214538574
134,-9.99999999999998,0.20000000298023224,1.996080915480852,0.12543429289844688,,,0,100,0.05496025085449219
135,-9.99999999999998,0.4472135901451111,0.033579623946218454,0.1239405938208908,,,0,100,0.05437731742858887
136,-9.99999999999998,0.3999999761581421,0.08022602488519624,0.12247647196675084,,,0,100,0.054087162017822266
137,-109.99999999999982,0.8246211409568787,1.3111215972110768,0.1210413416677634,,,0,100,0.05442380905151367
138,-108.99999999999983,0.4472135603427887,0.9289670990407467,0.1196346288526736,,,0,100,0.05455207824707031
139,-9.99999999999998,1.2806248664855957,0.6333222671784461,0.11825577081759897,,,0,100,0.054533958435058594
140,-9.99999999999998,0.5616591009497642,1.419556581750512,0.11690421600094045,-34.019999999999946,nan,0,100,0.05457305908203125
141,-9.99999999999998,1.0196058428287507,0.14691721499606503,0.11557942376275042,,,0,100,0.055444955825805664
142,-109.99999999999982,0.800000011920929,0.5943246237237895,0.11428086416846946,,,0,100,0.05388307571411133
143,-9.99999999999998,0.8920867884159088,2.1972081583738325,0.11300801777694551,,,0,100,0.05431795120239258
144,-9.99999999999998,1.0178520542383194,0.09003366363234817,0.11176037543265044,,,0,100,0.05359315872192383
145,-9.99999999999998,0.5960000234842301,-0.12198164784524124,0.11053743806201108,,,0,100,0.05446600914001465
146,-9.99999999999998,0.28715410709381106,1.7157138282060622,0.10933871647377313,,,0,100,0.05363821983337402
147,-9.99999999999998,0.6321309727430343,0.08766908677956962,0.10816373116331812,,,0,100,0.054357051849365234
148,-9.99999999999998,0.8189254096150398,0.27166893030283973,0.1070120121208552,,,0,100,0.05351710319519043
149,-9.99999999999998,0.6015356808900834,0.2507145228260197,0.10588309864341093,,,0,100,0.055253028869628906
150,-9.99999999999998,1.0770329236984253,0.04155528072369634,0.10477653915054193,,,0,100,0.05736494064331055
151,99.5,0.4,13.615749373845755,0.10472178999053383,,,1,5,0.002699136734008789
152,-9.99999999999998,0.8920867884159088,0.32855867124162613,0.10363822594969213,,,0,100,0.055552005767822266
153,-9.99999999999998,0.8485281467437744,0.0337050950932462,0.1025761179144162,,,0,100,0.05444908142089844
154,-9.99999999999998,1.0196058428287507,0.057530351662735485,0.1015350410273303,,,0,100,0.054286956787109375
155,-9.99999999999998,1.0,0.028990742871586588,0.10051457884379836,,,0,100,0.05465865135192871
156,-9.99999999999998,1.1661903858184814,0.03332440997570302,0.09951432316534065,,,0,100,0.05432295799255371
157,-9.99999999999998,0.2828426957130432,0.0344326691458582,0.09853387387634883,,,0,100,0.05443620681762695
158,-9.99999999999998,0.7980000120401383,0.058482231515226885,0.09757283878403453,,,0,100,0.05450892448425293
159,-9.99999999999998,0.4000000059604645,0.043839343373998786,0.09663083346154679,,,0,100,0.05411100387573242
160,-109.99999999999982,1.0198038816452026,1.2791655184749624,0.09570748109419644,33.12000000000002,nan,0,100,0.05454397201538086
161,-9.99999999999998,1.0198038816452026,0.2965361254874733,0.09480241232872494,,,0,100,0.055452823638916016
162,-108.99999999999983,0.7211102843284607,2.2409968985896556,0.09391526512555841,,,0,100,0.05463719367980957
163,-9.99999999999998,0.6192862963676453,3.917886214852333,0.09304568461398677,,,0,100,0.053750038146972656
164,-9.99999999999998,1.0198038816452026,0.06837059881654568,0.09219332295021083,,,0,100,0.054440975189208984
165,-9.99999999999998,0.3999999761581421,0.06250376148760552,0.09135783917820013,,,0,100,0.05400490760803223
166,99.5,0.4,18.828208619356154,0.09131650201105027,,,1,5,0.0023810863494873047
167,-9.99999999999998,0.6271069800853729,0.5580131213180721,0.09049838045690736,,,0,100,0.05412578582763672
168,-9.99999999999998,0.8485281467437744,0.04070762397856015,0.08969645879493282,,,0,100,0.0538938045501709
169,99.7,0.20000001788139343,24.941004894673824,0.08967264806358957,,,1,3,0.0014348030090332031
170,-9.99999999999998,0.4000000059604645,0.02953853013298069,0.08888707699849632,,,0,100,0.053910017013549805
171,-9.99999999999998,1.1661903858184814,0.029410268797585834,0.08811706128270373,,,0,100,0.053872108459472656
172,-9.99999999999998,0.800000011920929,0.03777437632979854,0.0873622928996585,,,0,100,0.06952619552612305
173,-109.99999999999982,0.44721361994743347,0.6739368797765617,0.08662246993194367,,,0,100,0.054429054260253906
174,-109.99999999999982,0.20000001788139343,0.3591702692968732,0.08589729644050773,,,0,100,0.05431985855102539
175,-9.99999999999998,0.2820142687857151,1.3936592632532119,0.08518648234628498,,,0,100,0.05510377883911133
176,-9.99999999999998,0.8183192025125027,-3.160693742483854,0.08448974331416009,,,0,100,0.05419206619262695
177,-36.000000000000114,1.0531252998113632,30.261555920317768,0.08380680063923027,,,0,100,0.05441904067993164
178,-9.99999999999998,0.21387133240699768,1.858471643999219,0.08313738113531946,,,0,100,0.0545198917388916
179,99.60000000000001,0.29999999701976776,16.554561786353588,0.08311088183154602,,,1,4,0.0019490718841552734
180,-9.99999999999998,1.0139785706996918,0.4241014058375731,0.08245524244329816,-34.49999999999996,nan,0,100,0.05470395088195801
181,-9.99999999999998,1.0,0.06528249879302166,0.08181258558476995,,,0,100,0.055090904235839844
182,-9.99999999999998,1.0770329236984253,0.030245825256480997,0.08118265418464912,,,0,100,0.05421710014343262
183,-9.99999999999998,1.4128776514530181,0.21577774136443623,0.0805651962619764,,,0,100,0.05365300178527832
184,-9.99999999999998,1.0151231521368027,0.260966429177206,0.07995996482534987,,,0,100,0.05436515808105469
185,-9.99999999999998,1.0253101301193237,0.046216499284055315,0.07936671777412499,,,0,100,0.05404376983642578
186,-109.99999999999982,0.4000000059604645,1.4217702808172916,0.07878521780157123,,,0,100,0.05413484573364258
187,-9.99999999999998,0.5616591009497642,2.212476019561291,0.0782152322999461,,,0,100,0.053724050521850586
188,-108.99999999999983,0.2828426957130432,3.532638205466792,0.07765653326744909,,,0,100,0.0545651912689209
189,-9.99999999999998,1.0033666598796844,0.6779970290325582,0.07710889721701775,,,0,100,0.05368971824645996
190,-109.99999999999982,0.20000001788139343,1.6548396057492938,0.07657210508692998,,,0,100,0.05464291572570801
191,-9.99999999999998,1.0201781332492827,3.5472833535075186,0.07604594215317645,,,0,100,0.05431103706359863
192,-19.00000000000002,0.8782575798034667,-9.68263347283937,0.07553019794356805,,,0,100,0.05473613739013672
193,-9.99999999999998,0.9980000001192093,0.42037770424038173,0.07502466615354425,,,0,100,0.05428576469421387
194,-9.99999999999998,0.44721361994743347,0.13033520990356692,0.07452914456364854,,,0,100,0.05449390411376953
195,-9.99999999999998,1.0198038816452026,0.03342455065226033,0.07404343495863791,,,0,100,0.05418801307678223
196,-9.99999999999998,0.6324555277824402,0.03031421529420186,0.07356734304819414,,,0,100,0.05441784858703613
197,-41.000000000000114,0.6701736390590668,9.247778711766005,0.07310067838920507,,,0,100,0.05397987365722656
198,-9.99999999999998,0.8243749296665192,1.165356421545148,0.07264325430958485,,,0,100,0.054370880126953125
199,-9.99999999999998,0.6192862966656685,0.06769055389857385,0.07219488783360253,,,0,100,0.0543057918548584
200,-9.99999999999998,0.6015356814861298,0.03748139584877208,0.07175539960868946,-25.63999999999993,nan,0,100,0.05470013618469238
201,-9.99999999999998,0.7211102843284607,0.053269090929647975,0.0713246138336957,,,0,100,0.05500602722167969
202,-9.99999999999998,0.19999998807907104,0.04395003903919133,0.07090235818856741,,,0,100,0.05468630790710449
203,-109.99999999999982,0.19999998807907104,7.90859165892005,0.07048846376541637,,,0,100,0.05386924743652344
204,-9.99999999999998,0.596472159922123,1.8796551180630923,0.07008276500095466,,,0,100,0.05461597442626953
205,-109.99999999999982,0.5656853914260864,8.278456367701292,0.06968509961026709,,,0,100,0.053546905517578125
206,37.79999999999995,0.6124367000114533,32.39093370897876,0.06944251152955418,,,1,62,0.03257608413696289
207,-9.99999999999998,0.9920209395885468,3.861713863015175,0.0690575240070203,,,0,100,0.05397391319274902
208,99.60000000000001,0.29999999701976776,18.737413669005036,0.06904228408459645,,,1,4,0.0019180774688720703
209,-9.99999999999998,0.8246211409568787,0.48592830382753166,0.06866522159645178,,,0,100,0.05375480651855469
210,-9.99999999999998,0.8426079607009888,0.2231037038564682,0.06829562544581863,,,0,100,0.05440998077392578
211,-9.99999999999998,0.44745403677225115,0.0839876681035821,0.06793334778930873,,,0,100,0.054210662841796875
212,-9.99999999999998,0.8894065928459167,0.06295739108507405,0.06757824371102905,,,0,100,0.05456209182739258
213,-9.99999999999998,0.7195560359954833,0.04735070698952768,0.0672301711646135,,,0,100,0.05463123321533203
214,-9.99999999999998,1.1526491701602937,0.11452071518472166,0.06688899091640246,,,0,100,0.0543060302734375
215,-9.99999999999998,0.8450932425260543,0.056448550205677746,0.06655456648974753,,,0,100,0.054388999938964844
216,-9.99999999999998,1.1618108505010605,0.06973114417036413,0.066226764110419,,,0,100,0.054779767990112305
217,-9.99999999999998,1.0178520542383194,0.04656651467856136,0.06590545265309436,,,0,100,0.054609060287475586
218,-9.99999999999998,0.8246211409568787,0.0327876701646926,0.06559050358890652,,,0,100,0.05466485023498535
219,-9.99999999999998,1.0196058428287507,0.05319485776959482,0.06528179093403036,,,0,100,0.05440092086791992
220,-109.99999999999982,0.20000000298023224,1.2085748690028026,0.06497919119928777,-31.799999999999955,nan,0,100,0.05472993850708008
221,-9.99999999999998,0.4467414543032646,0.47542391063645484,0.0646825833407501,,,0,100,0.05757594108581543
222,-9.99999999999998,0.5987967148423194,0.5062382344622165,0.06439184871131912,,,0,100,0.0548398494720459
223,99.9,0.0,61.003379821777344,0.06438897062939464,,,1,1,0.00044989585876464844
224,-9.99999999999998,1.0216419994831085,0.1729559356239042,0.06410404992118249,,,0,100,0.05402994155883789
225,-9.99999999999998,1.2474853187799453,0.8632947178371251,0.06382477102099532,,,0,100,0.05422472953796387
226,-109.99999999999982,0.8246211409568787,0.4779252217741623,0.0635510222135493,,,0,100,0.053916215896606445
227,-9.99999999999998,0.8246211409568787,0.24263251141645015,0.0632826939956714,,,0,100,0.05389595031738281
228,-9.99999999999998,1.0716476392745973,0.08034627362299944,0.0630196790324967,,,0,100,0.05419492721557617
229,-9.99999999999998,0.7940000119805336,1.4997288808971643,0.06276187211453305,,,0,100,0.05375385284423828
230,-9.99999999999998,0.2008284153044224,0.425007951753214,0.06250917011557576,,,0,100,0.05431413650512695
231,-9.99999999999998,0.6204578694701195,0.36200707325246184,0.062261471951455885,,,0,100,0.05448484420776367
232,-9.99999999999998,0.4556094115972519,0.6772492475435138,0.06201867853960504,,,0,100,0.054756879806518555
233,-9.99999999999998,0.8822950530052185,0.020446850193548017,0.06178069275942124,,,0,100,0.054338693618774414
234,-9.99999999999998,0.4472135901451111,0.03144822617607133,0.061547419413419194,,,0,100,0.054702043533325195
235,-109.99999999999982,0.8246211409568787,0.8177865946676229,0.061318765189150165,,,0,100,0.05439019203186035
236,-9.99999999999998,0.6192862966656685,0.16162192832911387,0.06109463862187567,,,0,100,0.05457115173339844
237,-9.99999999999998,0.2836579778790474,0.07682432777208305,0.06087495005798042,,,0,100,0.054232120513916016
238,-9.99999999999998,0.803675776720047,0.939043312817812,0.060659611619109634,,,0,100,0.05477190017700195
239,-9.99999999999998,0.6321309727430343,0.22402829469181598,0.060448537167016536,,,0,100,0.05443525314331055
240,-106.99999999999983,0.40212896645069124,7.334705019369721,0.06024164226910593,-45.59999999999992,nan,0,100,0.0547487735748291
241,-104.99999999999984,0.46014205396175384,2.4195659148693083,0.06003884416466002,,,0,100,0.05556893348693848
242,-9.99999999999998,0.7195560359954833,3.793983933031559,0.059840061731733014,,,0,100,0.05460405349731445
243,-9.99999999999998,0.20000000298023224,0.16231441710137007,0.05964521545470128,,,0,100,0.053788185119628906
244,-105.99999999999984,0.9951904839277268,-20.18192122880835,0.059454227392456004,,,0,100,0.05417609214782715
245,-107.99999999999983,0.5645006737112999,1.4354626799747348,0.05926702114722576,,,0,100,0.05338597297668457
246,-107.99999999999983,0.6333421343564987,0.5883307659626007,0.05908352183401633,,,0,100,0.054312944412231445
247,-9.99999999999998,0.4455698812007904,4.794583752155304,0.058903656050655756,,,0,100,0.05378890037536621
248,-9.99999999999998,1.0198038816452026,1.066922781150788,0.05872735184843243,,,0,100,0.05428600311279297
249,-109.99999999999982,0.6000000238418579,7.331052288115025,0.058554538703314736,,,0,100,0.053746938705444336
250,-9.99999999999998,0.6321309727430343,1.2274355098977685,0.05838514748774039,,,0,100,0.0545961856842041
251,-108.99999999999983,0.3999999761581421,6.690536327240989,0.05821911044296461,,,0,100,0.053997039794921875
252,-9.99999999999998,0.800000011920929,0.7940260048769414,0.05805636115195561,,,0,100,0.05454587936401367
253,-9.99999999999998,0.2820142686367035,0.23076649891678244,0.05789683451282696,,,0,100,0.05414891242980957
254,-9.99999999999998,1.0198038816452026,0.07643026404432021,0.05774046671279599,,,0,100,0.054582834243774414
255,-9.99999999999998,1.0198038816452026,0.029065035194423744,0.05758719520265773,,,0,100,0.05430197715759277
256,-109.99999999999982,0.4472135603427887,5.600827105641365,0.05743695867176449,,,0,100,0.05473494529724121
257,-9.99999999999998,0.8189254093170166,3.2113762731850146,0.057289697023500716,,,0,100,0.05415487289428711
258,-108.99999999999983,0.2828426957130432,4.786215200591832,0.05714535135124361,,,0,100,0.054656028747558594
259,-107.99999999999983,0.6343772429227829,0.997560965269804,0.05700386391479961,,,0,100,0.05398297309875488
260,-109.99999999999982,0.632455587387085,0.3531449036894693,0.05686517811730764,-33.39999999999996,nan,0,100,0.05465126037597656
261,-9.99999999999998,0.7136059075593948,3.6819789734482766,0.05672923848259952,,,0,100,0.05504918098449707
262,99.80000000000001,0.10000000149011612,33.053427213802934,0.05672654732547378,,,1,2,0.0009510517120361328
